,job_title,company_name,inferred_city,inferred_state,inferred_country,post_date,salary_offered
7491,Data Scientist,APPLE,Santa clara,California,United states,8/20/2019,
7492,Data Scientist,THE UNIVERSITY OF CHICAGO,Chicago,Illinois,United states,8/20/2019,
7493,Data Scientist,ATPCO,,Virginia,United states,8/20/2019,
7494,Data Scientist,NORTH AMERICAN BANCARD,Troy,Michigan,United states,8/20/2019,
7495,Data Scientist,BOOZ ALLEN HAMILTON,Rome,New york,United states,8/20/2019,
7496,Data Scientist,THE HERSHEY COMPANY,Hershey,Pennsylvania,United states,8/20/2019,
7497,Data Scientist,MORGAN STANLEY,New york,New york,United states,8/20/2019,
7498,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7499,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7500,Data Scientist,CRYSTAL DYNAMICS,Redwood city,California,United states,8/20/2019,
7501,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7502,Data Scientist,THE HARTFORD,Hartford,Connecticut,United states,8/20/2019,
7503,Data Scientist,HEWLETT PACKARD ENTERPRISE,Houston,Texas,United states,8/20/2019,
7504,Data Scientist,COLLABERA,Irving,Texas,United states,8/20/2019,
7505,Data Scientist,OGSYSTEMS,Springfield,Virginia,United states,8/20/2019,
7507,Data Scientist,105 ICF RESOURCES,Fairfax,Virginia,United states,8/20/2019,
7508,Data Scientist,THE JUDGE GROUP,Cave springs,Arkansas,United states,8/9/2019,
7509,Data Scientist,BEST BUY,Richfield,Minnesota,United states,8/20/2019,
7510,Data Scientist,BLUE ORIGIN,Kent,Washington,United states,8/20/2019,
7511,Data Scientist,PWC,Chicago,Illinois,United states,8/20/2019,
7512,Data Scientist,CITY BRASIL,Tampa,Florida,United states,8/17/2019,
7513,Data Scientist,SALESFORCE,Cambridge,Massachusetts,United states,8/20/2019,
7514,Data Scientist,U.S. BANK,Horsham,Pennsylvania,United states,8/20/2019,
7515,Data Scientist,PWC,Chicago,Illinois,United states,8/20/2019,
7516,Data Scientist,PWC,Tampa,Florida,United states,8/20/2019,
7517,Data Scientist,CAPTECH CONSULTING,Atlanta,Georgia,United states,8/20/2019,
7518,Data Scientist,LEIDOS,Morgantown,West virginia,United states,8/20/2019,
7519,Data Scientist,BNY MELLON,New york,New york,United states,8/20/2019,
7520,Data Scientist,PWC,Tampa,Florida,United states,8/20/2019,
7522,Data Scientist,UNITEDHEALTH GROUP,Santa ana,California,United states,8/20/2019,
7523,Data Scientist,BANK OF AMERICA,Charlotte,North carolina,United states,8/20/2019,
7524,Data Scientist,BEST BUY,Richfield,Minnesota,United states,8/20/2019,
7525,Data Scientist,INTERVENN,San francisco,California,United states,8/20/2019,
7526,Data Scientist,1ST MERCHANT FUNDING,Miami,Florida,United states,8/20/2019,
7527,Data Scientist,USERTESTING,Atlanta,Georgia,United states,8/20/2019,
7528,Data Scientist,TRANSACTION NETWORK SERVICES,Reston,Virginia,United states,8/20/2019,
7529,Data Scientist,NORTH AMERICAN BANCARD,Troy,Michigan,United states,8/20/2019,
7530,Data Scientist,THE UNIVERSITY OF CHICAGO,Chicago,Illinois,United states,8/20/2019,
7531,Data Scientist,ABBOTT LABORATORIES,Lake forest,Illinois,United states,8/20/2019,
7532,Data Scientist,ADOBE,Boston,Massachusetts,United states,8/20/2019,
7533,Data Scientist,GENERAL MOTORS,Austin,Texas,United states,8/20/2019,
7534,Data Scientist,XOMETRY INC,Bethesda,Maryland,United states,8/20/2019,
7535,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7536,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7538,Data Scientist,KERNEL,Culver city,California,United states,8/20/2019,
7539,Data Scientist,CORP SAINT LUKE'S HEALTH SYSTEM,Kansas city,Missouri,United states,8/20/2019,
7540,Data Scientist,VERACITYID,Reno,Nevada,United states,8/20/2019,
7541,Data Scientist,AMAZON WEB SERVICES,New york,New york,United states,8/20/2019,
7542,Data Scientist,CONN'S HOME PLUS,The woodlands,Texas,United states,8/20/2019,
7543,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/20/2019,
7544,Data Scientist,SOUTHERN CALIFORNIA EDISON,Rosemead,California,United states,8/20/2019,
7545,Data Scientist,THERMO FISHER SCIENTIFIC,Carlsbad,California,United states,8/20/2019,
7546,Data Scientist,EXPERIAN,San diego,California,United states,8/20/2019,
7547,Data Scientist,VADATA,Arlington,Virginia,United states,8/20/2019,
7548,Data Scientist,SAP,South san francisco,California,United states,8/20/2019,
7549,Data Scientist,PWC,Chicago,Illinois,United states,8/20/2019,
7550,Data Scientist,SALESFORCE,Cambridge,Massachusetts,United states,8/20/2019,
7551,Data Scientist,UNITEDHEALTH GROUP,Santa ana,California,United states,8/20/2019,
7552,Data Scientist,USERTESTING,Atlanta,Georgia,United states,8/20/2019,
7553,Data Scientist,SOUTHERN CALIFORNIA EDISON,Rosemead,California,United states,8/20/2019,
7554,Data Scientist,PWC,Tampa,Florida,United states,8/20/2019,
7555,Data Scientist,LEIDOS,Baltimore,Maryland,United states,8/19/2019,
7556,Data Scientist,AMAZON WEB SERVICES,New york,New york,United states,8/20/2019,
7558,Data Scientist,VADATA,Arlington,Virginia,United states,8/20/2019,
7559,Data Scientist,SAP,South san francisco,California,United states,8/20/2019,
7560,Data Scientist,RADIANT SOLUTIONS,,Virginia,United states,8/20/2019,
7561,Data Scientist,FLYHOMES - SEATTLE,Seattle,Washington,United states,8/21/2019,
7562,Data Scientist,INTERNET TRUCKSTOP - CHICAGO,Chicago,Illinois,United states,8/21/2019,
7563,Data Scientist,BEACON HILL STAFFING GROUP,Danvers,Massachusetts,United states,8/15/2019,
7564,Data Scientist,VERACITYID,Reno,Nevada,United states,8/21/2019,
7565,Data Scientist,NOKIA,Austin,Texas,United states,8/21/2019,
7566,Data Scientist,CYBERCODERS,San francisco,California,United states,8/20/2019,
7567,Data Scientist,CYBERCODERS,Glendale,California,United states,8/20/2019,
7568,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/20/2019,
7569,Data Scientist,THE DENZEL GROUP,,New jersey,United states,8/20/2019,
7570,Data Scientist,RANDSTAD TECHNOLOGIES,Addison,Texas,United states,8/20/2019,
7571,Data Scientist,ECLARO,New york,New york,United states,8/20/2019,
7572,Data Scientist,MACY'S,New york,New york,United states,8/21/2019,
7573,Data Scientist,LEXISNEXIS,Raleigh,North carolina,United states,8/21/2019,
7574,Data Scientist,HALLMARK,Kansas city,Missouri,United states,8/21/2019,
7575,Data Scientist,INTERNET TRUCKSTOP,Chicago,Illinois,United states,8/21/2019,
7576,Data Scientist,COLGATE-PALMOLIVE COMPANY,Piscataway,New jersey,United states,8/19/2019,
7577,Data Scientist,DATADOG,New york,New york,United states,8/20/2019,
7578,Data Scientist,LEIDOS,Mclean,Virginia,United states,8/21/2019,
7579,Data Scientist,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,San francisco,California,United states,8/21/2019,
7580,Data Scientist,CLICKBOOTH,Denver,Colorado,United states,8/21/2019,
7581,Data Scientist,CHUBB,Jersey city,New jersey,United states,8/21/2019,
7582,Data Scientist,ADPERIO,Denver,Colorado,United states,8/21/2019,
7583,Data Scientist,E*TRADE FINANCIAL,Menlo park,California,United states,8/20/2019,
7584,Data Scientist,STANLEY BLACK & DECKER,New britain,Connecticut,United states,8/20/2019,
7585,Data Scientist,BOOZ ALLEN HAMILTON,Atlanta,Georgia,United states,8/21/2019,
7586,Data Scientist,EXPERIAN,San diego,California,United states,8/21/2019,
7587,Data Scientist,BOOZ ALLEN HAMILTON,Atlanta,Georgia,United states,8/21/2019,
7588,Data Scientist,WSP USA,San diego,California,United states,8/21/2019,
7589,Data Scientist,RADIANT SOLUTIONS,,Virginia,United states,8/21/2019,
7590,Data Scientist,ABBOTT LABORATORIES,Lake forest,Illinois,United states,8/20/2019,
7591,Data Scientist,WORKBOARD,Portland,Oregon,United states,8/20/2019,
7592,Data Scientist,KPMG,New york,New york,United states,8/18/2019,
7593,Data Scientist,HEALTHFIRST,New york,New york,United states,8/21/2019,
7594,Data Scientist,HEALTHFIRST,New york,New york,United states,8/21/2019,
7595,Data Scientist,GENERAL MOTORS,Austin,Texas,United states,8/20/2019,
7596,Data Scientist,P&G,Cincinnati,Ohio,United states,8/21/2019,
7597,Data Scientist,KCF TECHNOLOGIES,State college,Pennsylvania,United states,8/21/2019,
7598,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/21/2019,
7599,Data Scientist,MOMENTUM SOLAR,Plainfield,New jersey,United states,8/21/2019,
7600,Data Scientist,UNITEDHEALTH GROUP,Santa ana,California,United states,8/20/2019,
7601,Data Scientist,MACY'S,New york,New york,United states,8/21/2019,
7602,Data Scientist,XOMETRY INC,Bethesda,Maryland,United states,8/21/2019,
7603,Data Scientist,SEAMLESS.AI,Columbus,Ohio,United states,8/17/2019,
7604,Data Scientist,SAP,South san francisco,California,United states,8/21/2019,
7605,Data Scientist,HEWLETT PACKARD ENTERPRISE,Houston,Texas,United states,8/20/2019,
7606,Data Scientist,CRYSTAL DYNAMICS,Redwood city,California,United states,8/20/2019,
7607,Data Scientist,1ST MERCHANT FUNDING,Miami,Florida,United states,8/20/2019,
7608,Data Scientist,AMAZON WEB SERVICES,New york,New york,United states,8/21/2019,
7609,Data Scientist,NOKIA,Austin,Texas,United states,8/21/2019,
7610,Data Scientist,CONN'S HOME PLUS,The woodlands,Texas,United states,8/21/2019,
7611,Data Scientist,PWC,Chicago,Illinois,United states,8/21/2019,
7613,Data Scientist,NORTH AMERICAN BANCARD,Troy,Michigan,United states,8/20/2019,
7614,Data Scientist,LENOVO,Morrisville,North carolina,United states,8/21/2019,
7615,Data Scientist,LEIDOS,Morgantown,West virginia,United states,8/20/2019,
7616,Data Scientist,INTERVENN,San francisco,California,United states,8/21/2019,
7617,Data Scientist,VADATA,Arlington,Virginia,United states,8/21/2019,
7618,Data Scientist,PACIFIC GAS AND ELECTRIC COMPANY,San francisco,California,United states,8/20/2019,
7619,Data Scientist,WASTE MANAGEMENT,Houston,Texas,United states,8/21/2019,
7620,Data Scientist,PRAGMATICS,Reston,Virginia,United states,8/21/2019,
7621,Data Scientist,LEIDOS,Mclean,Virginia,United states,8/21/2019,
7622,Data Scientist,P&G,Cincinnati,Ohio,United states,8/21/2019,
7623,Data Scientist,PWC,Tampa,Florida,United states,8/21/2019,
7624,Data Scientist,ONEZERO SOLUTIONS - FORT MEADE,,Maryland,United states,8/20/2019,
7625,Data Scientist,P&G,Cincinnati,Ohio,United states,8/21/2019,
7626,Data Scientist,REVEAL GLOBAL CONSULTING - FULTON,Fulton,Maryland,United states,8/21/2019,
7627,Data Scientist,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,San francisco,California,United states,8/21/2019,
7628,Data Scientist,THERMO FISHER SCIENTIFIC,Carlsbad,California,United states,8/21/2019,
7629,Data Scientist,SOUTHERN CALIFORNIA EDISON,Rosemead,California,United states,8/21/2019,
7630,Data Scientist,GOPUFF,Philadelphia,Pennsylvania,United states,8/20/2019,
7631,Data Scientist,P&G,Cincinnati,Ohio,United states,8/21/2019,
7632,Data Scientist,BOEING,Long beach,California,United states,8/21/2019,
7633,Data Scientist,LEXISNEXIS,Raleigh,North carolina,United states,8/21/2019,
7634,Data Scientist,ALLERGAN,Irvine,California,United states,8/20/2019,
7635,Data Scientist,PACIFIC GAS AND ELECTRIC COMPANY,San francisco,California,United states,8/20/2019,
7636,Data Scientist,WSP USA,San diego,California,United states,8/21/2019,
7637,Data Scientist,GUIDEHOUSE,Mclean,Virginia,United states,8/21/2019,
7638,Data Scientist,3M,Maplewood,Minnesota,United states,8/21/2019,
7639,Data Scientist,FINASTRA,Norcross,Georgia,United states,8/21/2019,
7640,Data Scientist,PROGRESSIVE LEASING,Draper,Utah,United states,8/21/2019,
7641,Data Scientist,SOCIAL SCIENCE RESEARCH SOLUTIONS (SSRS) - GLEN MILLS,,Pennsylvania,United states,8/21/2019,
7642,Data Scientist,INTUITIVE SURGICAL,Norcross,Georgia,United states,8/21/2019,
7643,Data Scientist,CONVERSANT MEDIA,Chicago,Illinois,United states,8/21/2019,
7644,Data Scientist,HALLMARK,Center,Missouri,United states,8/21/2019,
7645,Data Scientist,REGIONS BANK,Birmingham,Alabama,United states,8/21/2019,
7646,Data Scientist,ECS FEDERAL,Fairfax,Virginia,United states,8/21/2019,
7647,Data Scientist,DIRECT SUPPLY,Milwaukee,Wisconsin,United states,8/21/2019,
7648,Data Scientist,ACCENTURE,Arlington,Virginia,United states,8/21/2019,
7649,Data Scientist,PROGRESSIVE LEASING,Draper,Utah,United states,8/21/2019,
7650,Data Scientist,WASTE MANAGEMENT,Houston,Texas,United states,8/21/2019,
7651,Data Scientist,CYIENT,Bloomington,Minnesota,United states,8/21/2019,
7652,Data Scientist,RAPP,Los angeles,California,United states,8/21/2019,
7653,Data Scientist,GUIDEHOUSE,Mclean,Virginia,United states,8/21/2019,
7654,Data Scientist,INVISION,Denver,Colorado,United states,8/21/2019,
7655,Data Scientist,INTUITIVE SURGICAL,Norcross,Georgia,United states,8/21/2019,
7656,Data Scientist,PROCTER AND GAMBLE,Cincinnati,Ohio,United states,8/21/2019,
7657,Data Scientist,HEALTHFIRST,New york,New york,United states,8/21/2019,
7658,Data Scientist,ACORNS,Irvine,California,United states,8/21/2019,
7659,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/21/2019,
7660,Data Scientist,PLURALSIGHT,South jordan,Utah,United states,8/21/2019,
7661,Data Scientist,PENN STATE UNIVERSITY,,Pennsylvania,United states,8/21/2019,
7662,Data Scientist,SAP,Dublin,California,United states,8/21/2019,
7663,Data Scientist,CUSTORIA - NEW YORK,Clinton,New york,United states,8/21/2019,
7664,Data Scientist,EPSILON,Chicago,Illinois,United states,8/21/2019,
7665,Data Scientist,CALIBER HOME LOANS,Coppell,Texas,United states,8/21/2019,
7666,Data Scientist,INVISION STUDIO - UNITED STATES,United,Pennsylvania,United states,8/21/2019,
7667,Data Scientist,AT&T,Austin,Texas,United states,8/21/2019,
7668,Data Scientist,MACY'S,New york,New york,United states,8/21/2019,
7669,Data Scientist,CONVERSANT MEDIA,Chicago,Illinois,United states,8/21/2019,
7670,Data Scientist,COLLABERA,Addison,Texas,United states,8/21/2019,
7671,Data Scientist,ACORNS,Irvine,California,United states,8/21/2019,
7672,Data Scientist,ALTERYX,Irvine,California,United states,8/21/2019,
7673,Data Scientist,ONEZERO SOLUTIONS,,Maryland,United states,8/20/2019,
7674,Data Scientist,MINDSTRONG HEALTH,Palo alto,California,United states,8/20/2019,
7675,Data Scientist,GE AVIATION,Cincinnati,Ohio,United states,8/21/2019,
7676,Data Scientist,NOKIA,Austin,Texas,United states,8/21/2019,
7677,Data Scientist,THERMO FISHER SCIENTIFIC,Carlsbad,California,United states,8/20/2019,
7678,Data Scientist,FLYHOMES,Seattle,Washington,United states,8/21/2019,
7679,Data Scientist,105 ICF RESOURCES,Fairfax,Virginia,United states,8/21/2019,
7680,Data Scientist,CITY BRASIL,Tampa,Florida,United states,8/17/2019,
7681,Data Scientist,GOOGLE,Mountain view,California,United states,8/21/2019,
7682,Data Scientist,MANULIFE,Boston,Massachusetts,United states,8/22/2019,
7683,Data Scientist,MINDLANCE,Oakland park,Florida,United states,8/21/2019,
7684,Data Scientist,INTERMEDIA ADVERTISING,Los angeles,California,United states,8/22/2019,
7685,Data Scientist,MDI GROUP,Saginaw,Texas,United states,8/21/2019,
7686,Data Scientist,KFORCE TECHNOLOGY,Tempe,Arizona,United states,8/21/2019,
7687,Data Scientist,GOOGLE,Mountain view,California,United states,8/22/2019,
7688,Data Scientist,APEX SYSTEMS,Irving,Texas,United states,8/21/2019,
7689,Data Scientist,PYA ANALYTICS,Knoxville,Tennessee,United states,8/21/2019,
7690,Data Scientist,COLLABERA,Addison,Texas,United states,8/21/2019,
7691,Data Scientist,RANDSTAD TECHNOLOGIES,Alpharetta,Georgia,United states,8/21/2019,
7692,Data Scientist,GENESIS10,New york,New york,United states,8/21/2019,
7693,Data Scientist,CYBERCODERS,Seattle,Washington,United states,8/21/2019,
7694,Data Scientist,CYBERCODERS,Santa cruz,California,United states,8/21/2019,
7695,Data Scientist,CYBERCODERS,East hanover,New jersey,United states,8/21/2019,
7696,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/16/2019,
7697,Data Scientist,CYBERCODERS,Hollywood,California,United states,8/21/2019,
7698,Data Scientist,CONVERGENZ,,Texas,United states,8/21/2019,
7699,Data Scientist,CYBERCODERS,Boston,Massachusetts,United states,8/21/2019,
7700,Data Scientist,CYBERCODERS,Palo alto,California,United states,8/21/2019,
7701,Data Scientist,E-TRADE,Menlo park,California,United states,8/20/2019,
7702,Data Scientist,CIOX HEALTH,Alpharetta,Georgia,United states,8/21/2019,
7703,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/16/2019,
7704,Data Scientist,CIOX HEALTH,Alpharetta,Georgia,United states,8/21/2019,
7705,Data Scientist,GENESIS10,New york,New york,United states,8/21/2019,
7706,Data Scientist,HUXLEY ASSOCIATES,Boston,Massachusetts,United states,8/21/2019,
7707,Data Scientist,IQVIA,Plymouth meeting,Pennsylvania,United states,8/20/2019,
7708,Data Scientist,STRATEGIC STAFFING SOLUTIONS,Franklin lakes,New jersey,United states,8/21/2019,
7709,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7710,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7711,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7712,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7713,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/22/2019,
7714,Data Scientist,DST SYSTEMS,Kansas city,Missouri,United states,8/22/2019,
7715,Data Scientist,VAREN TECHNOLOGIES,Columbia,Maryland,United states,8/22/2019,
7716,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7717,Data Scientist,BOSCH GROUP,Sunnyvale,California,United states,8/22/2019,
7718,Data Scientist,COLLABERA,Peapack,New jersey,United states,8/8/2019,
7719,Data Scientist,SAP,Dublin,California,United states,8/21/2019,
7720,Data Scientist,AMAZON.COM SERVICES,Seattle,Washington,United states,8/21/2019,
7721,Data Scientist,UNITED BUSINESS SOLUTIONS INC,Atlantic city,New jersey,United states,8/19/2019,
7722,Data Scientist,ADP,Alpharetta,Georgia,United states,8/22/2019,
7723,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7724,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7725,Data Scientist,REALTOR.COM,Santa clara,New mexico,United states,8/12/2019,
7726,Data Scientist,REDDIT - SAN FRANCISCO,San francisco,California,United states,8/22/2019,
7727,Data Scientist,FIRST ORION,Little rock,Arkansas,United states,7/31/2019,
7730,Data Scientist,THE CLIMATE CORPORATION,San francisco,California,United states,8/22/2019,
7731,Data Scientist,SYAPSE,,Pennsylvania,United states,8/22/2019,
7732,Data Scientist,105 ICF RESOURCES,Fairfax,Virginia,United states,8/22/2019,
7733,Data Scientist,DELL,,Massachusetts,United states,8/5/2019,
7734,Data Scientist,THE ROCK CREEK GROUP,Washington,District of columbia,United states,8/22/2019,
7735,Data Scientist,BOSCH GROUP,Sunnyvale,California,United states,8/22/2019,
7736,Data Scientist,VERISK,Bellevue,Washington,United states,8/22/2019,
7737,Data Scientist,AMAZON.COM SERVICES,Cambridge,Massachusetts,United states,8/22/2019,
7738,Data Scientist,HERTZ,Estero,Florida,United states,8/22/2019,
7739,Data Scientist,KPMG,New york,New york,United states,8/22/2019,
7740,Data Scientist,CYBERCODERS,Torrance,California,United states,8/22/2019,
7741,Data Scientist,COLLABERA,Peapack,New jersey,United states,8/8/2019,
7742,Data Scientist,AMAZON.COM SERVICES,Cambridge,Massachusetts,United states,8/22/2019,
7743,Data Scientist,TARGET,Minneapolis,Minnesota,United states,8/22/2019,
7744,Data Scientist,THOMSON REUTERS,Mclean,Virginia,United states,8/22/2019,
7745,Data Scientist,LOCKHEED MARTIN CORPORATION,Orlando,Florida,United states,8/22/2019,
7746,Data Scientist,LEIDOS,,Maryland,United states,8/22/2019,
7747,Data Scientist,AMAZON.COM SERVICES,San francisco,California,United states,8/22/2019,
7748,Data Scientist,COMERICA BANK,Dallas,Texas,United states,8/22/2019,
7749,Data Scientist,IBM,United,Pennsylvania,United states,8/22/2019,
7750,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/21/2019,
7751,Data Scientist,DIDI LABS,Mountain view,California,United states,8/22/2019,
7752,Data Scientist,CONVERSANT MEDIA,Chicago,Illinois,United states,8/22/2019,
7753,Data Scientist,INSCRIPTA,Pleasanton,California,United states,8/22/2019,
7754,Data Scientist,GOOGLE,Mountain view,California,United states,8/21/2019,
7755,Data Scientist,IBM,Armonk,New york,United states,8/21/2019,
7757,Data Scientist,REGIONS BANK,Birmingham,Alabama,United states,8/21/2019,
7758,Data Scientist,CHILDREN'S HOSPITAL COLORADO,Aurora,Colorado,United states,8/21/2019,
7759,Data Scientist,THE ROCK CREEK GROUP,Washington,District of columbia,United states,8/22/2019,
7760,Data Scientist,BOSCH GROUP,Sunnyvale,California,United states,8/22/2019,
7761,Data Scientist,STATE OF MINNESOTA,Saint paul,Minnesota,United states,8/21/2019,
7762,Data Scientist,STORYFIT - UNITED STATES,United,Pennsylvania,United states,8/22/2019,
7763,Data Scientist,PLURALSIGHT,South jordan,Utah,United states,8/21/2019,
7764,Data Scientist,L'OREAL,New york,New york,United states,8/22/2019,
7765,Data Scientist,AMAZON.COM SERVICES,Seattle,Washington,United states,8/21/2019,
7766,Data Scientist,AVAST SOFTWARE A.S.,Redwood city,California,United states,8/22/2019,
7767,Data Scientist,BOSCH GROUP,Sunnyvale,California,United states,8/22/2019,
7768,Data Scientist,IBM,United,Pennsylvania,United states,8/22/2019,
7769,Data Scientist,ROOT INSURANCE COMPANY,Columbus,Ohio,United states,8/21/2019,
7770,Data Scientist,UBER,San francisco,California,United states,8/21/2019,
7771,Data Scientist,BOOZ ALLEN HAMILTON,Rome,New york,United states,8/22/2019,
7772,Data Scientist,MINNESOTA DEPARTMENT OF HEALTH,Saint paul,Minnesota,United states,8/21/2019,
7774,Data Scientist,KPMG,Atlanta,Georgia,United states,8/21/2019,
7775,Data Scientist,FACEBOOK,Menlo park,California,United states,8/22/2019,
7776,Data Scientist,PALO ALO NETWORKS,Santa clara,California,United states,8/21/2019,
7777,Data Scientist,BOOZ ALLEN HAMILTON,Huntsville,Alabama,United states,8/22/2019,
7778,Data Scientist,RELAYR,Chicago,Illinois,United states,8/22/2019,
7779,Data Scientist,BLOCKFORCE CAPITAL - SAN DIEGO,San diego,California,United states,8/22/2019,
7780,Data Scientist,VERISK,Bellevue,Washington,United states,8/22/2019,
7782,Data Scientist,BOOZ ALLEN HAMILTON,Herndon,Virginia,United states,8/22/2019,
7783,Data Scientist,SOCIAL SCIENCE RESEARCH SOLUTIONS (SSRS),,Pennsylvania,United states,8/22/2019,
7784,Data Scientist,BOOZ ALLEN HAMILTON,Rockville,Maryland,United states,8/22/2019,
7785,Data Scientist,THE CLIMATE CORPORATION,San francisco,California,United states,8/22/2019,
7786,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/21/2019,
7787,Data Scientist,MOTION RECRUITMENT PARTNERS INC.,Fort worth,Texas,United states,8/22/2019,
7788,Data Scientist,JOHNSON & JOHNSON,Spring house,Pennsylvania,United states,8/22/2019,
7789,Data Scientist,JOHNSON & JOHNSON,,New jersey,United states,8/22/2019,
7790,Data Scientist,NIGEL FRANK INTERNATIONAL US,New york,New york,United states,8/22/2019,
7791,Data Scientist,THE JUDGE GROUP,Franklin lakes,New jersey,United states,8/22/2019,
7792,Data Scientist,JEFFERSON FRANK,Atlanta,Georgia,United states,8/22/2019,
7793,Data Scientist,BRUNEL,Houston,Texas,United states,8/22/2019,
7794,Data Scientist,NIGEL FRANK INTERNATIONAL US,Boston,Massachusetts,United states,8/22/2019,
7795,Data Scientist,JOHNSON & JOHNSON,Raritan,New jersey,United states,8/22/2019,
7796,Data Scientist,BRUNEL,Houston,Texas,United states,8/22/2019,
7797,Data Scientist,HUNTER TECHNICAL RESOURCES,Alpharetta,Georgia,United states,8/22/2019,
7798,Data Scientist,ADDISON GROUP,Dallas,Texas,United states,8/22/2019,
7799,Data Scientist,APEX SYSTEMS,Irving,Texas,United states,8/21/2019,
7800,Data Scientist,UNITEDHEALTH GROUP,Eden prairie,Minnesota,United states,8/22/2019,
7801,Data Scientist,UNITEDHEALTH GROUP,Eden prairie,Minnesota,United states,8/22/2019,
7802,Data Scientist,UNITEDHEALTH GROUP,Eden prairie,Minnesota,United states,8/22/2019,
7803,Data Scientist,UNITEDHEALTH GROUP,Eden prairie,Minnesota,United states,8/22/2019,
7804,Data Scientist,HUMANA,Boston,Massachusetts,United states,8/23/2019,
7805,Data Scientist,TECHNOLOGY RESOURCES INC,Hartford,Connecticut,United states,8/22/2019,
7806,Data Scientist,CHILDREN'S HOSPITAL OF PHILADELPHIA,Philadelphia,Pennsylvania,United states,8/19/2019,
7807,Data Scientist,DIRECT AUTO INSURANCE,Nashville,Tennessee,United states,8/23/2019,
7808,Data Scientist,FCA,Auburn,Michigan,United states,8/22/2019,
7809,Data Scientist,VERIZON,Denver,Colorado,United states,8/23/2019,
7810,Data Scientist,BROOKSOURCE,Orlando,Florida,United states,8/22/2019,
7811,Data Scientist,LEIDOS,Reston,Virginia,United states,8/23/2019,
7812,Data Scientist,EQUINOX,New york,New york,United states,8/23/2019,
7813,Data Scientist,BROOKSOURCE,Altamonte springs,Florida,United states,8/22/2019,
7814,Data Scientist,CYBERCODERS,Phoenix,Arizona,United states,8/22/2019,
7815,Data Scientist,CYBERCODERS,Cambridge,Massachusetts,United states,8/22/2019,
7816,Data Scientist,OHIO UNIVERSITY,Athens,Ohio,United states,8/23/2019,
7817,Data Scientist,FORD MOTOR COMPANY,Palo alto,California,United states,8/7/2019,
7818,Data Scientist,AMAZON.COM SERVICES,Cambridge,Massachusetts,United states,8/23/2019,
7819,Data Scientist,BANKUNITED,Miami lakes,Florida,United states,8/23/2019,
7820,Data Scientist,MASTECH DIGITAL,Pittsburgh,Pennsylvania,United states,8/22/2019,
7821,Data Scientist,CYBERCODERS,San francisco,California,United states,8/22/2019,
7822,Data Scientist,THE JUDGE GROUP,Detroit,Michigan,United states,8/22/2019,
7823,Data Scientist,CHILDREN'S HOSPITAL OF PHILADELPHIA,Philadelphia,Pennsylvania,United states,8/18/2019,
7824,Data Scientist,COMCAST,Philadelphia,Pennsylvania,United states,8/22/2019,
7825,Data Scientist,UNIVERSAL ORLANDO RESORT,Orlando,Florida,United states,8/23/2019,
7826,Data Scientist,BIOMARIN,San rafael,California,United states,8/23/2019,
7827,Data Scientist,IBM,United,Pennsylvania,United states,8/23/2019,
7828,Data Scientist,FCA,Detroit,Michigan,United states,8/22/2019,
7829,Data Scientist,HONEYWELL,Pittsburgh,Pennsylvania,United states,8/22/2019,
7830,Data Scientist,PROVIDENCE HEALTH & SERVICES,Seattle,Washington,United states,8/23/2019,
7831,Data Scientist,ERNIESYS,Seattle,Washington,United states,8/23/2019,
7832,Data Scientist,KPMG,New york,New york,United states,8/23/2019,
7833,Data Scientist,PRIMESOFT,Dallas,Texas,United states,8/22/2019,
7834,Data Scientist,CROWLEY,Jacksonville,Florida,United states,8/23/2019,
7835,Data Scientist,STORYFIT,United,Pennsylvania,United states,8/23/2019,
